clusID,sersicn,ID
3355500,0.679,3492059
3355500,0.775,3492061
3355500,0.802,3492062
3355500,0.88,3492063
3355500,1.06,3492065
3355500,1.197,3492067
3355500,1.414,3492072
3355500,0.77,3492076
3355500,0.948,3492080
3355500,0.766,3492095
3355500,1.435,3492097
3355500,0.969,3492099
3355500,0.765,3492111
3355500,0.648,3492119
3355500,1.249,3492121
3355500,1.032,3492127
3355500,1.174,3492128
3359016,1.065,3495843
3359016,1.956,3495844
3359016,0.832,3495846
3359016,-9.0,3495847
3359016,0.844,3495848
3359016,1.032,3495854
3359016,0.624,3495856
3359016,0.921,3495858
3359016,1.01,3495860
3359016,0.842,3495861
3359016,0.543,3495862
3359016,-9.0,3495863
3359016,1.993,3495866
3359016,1.178,3495872
3359016,1.079,3495873
3359016,1.077,3495875
3359016,0.884,3495877
3359016,0.827,3495888
3359016,1.141,3495889
3359016,0.363,3495890
3359016,1.242,3495894
3359016,1.305,3495896
3359016,1.503,3495897
3359016,1.311,3495905
3359016,0.408,3495909
3540174,2.213,3685107
3540174,1.025,3685112
3540174,0.333,3685114
3540174,0.867,3685122
3540174,0.853,3685123
3540174,2.01,3685124
3540174,0.907,3685126
3540174,1.626,3685127
3540174,0.73,3685129
3540174,1.17,3685130
3540174,1.576,3685133
3540174,0.621,3685141
3540174,1.671,3685143
3540174,1.222,3685152
3540174,1.31,3685155
3540174,1.077,3685174
3540174,0.973,3685178
3540174,3.77,3685182
3540174,0.894,3685187
3651767,1.052,3801793
3651767,1.052,3801795
3651767,0.931,3801801
3651767,0.353,3801802
3651767,0.697,3801807
3651767,0.674,3801815
3651767,-9.0,3801818
3651767,0.782,3801822
3651767,1.144,3801824
3651767,0.868,3801827
3651767,0.816,3801828
3651767,0.656,3801829
3651767,0.777,3801835
3651767,0.531,3801837
3651767,0.44,3801839
3651767,1.285,3801840
3651767,0.622,3801842
3651767,0.972,3801843
3651767,0.922,3801848
3651767,0.732,3801849
3651767,1.096,3801851
3651767,0.627,3801853
3651767,1.187,3801854
3651767,1.159,3801859
3651767,0.589,3801863
3651767,0.5,3801867
3651767,0.966,3801880
3651767,1.322,3801886
3651767,1.245,3801887
3651767,0.614,3801889
3651767,1.139,3801891
3651767,1.115,3801892
3651767,1.056,3801899
3651767,-9.0,3801901
3651767,-9.0,3801906
3651767,0.769,3801912
3651767,-9.0,3801918
3651767,0.761,3801919
3651767,1.204,3801929
3651767,0.787,3801930
3651767,0.896,3801934
3651767,1.239,3801940
3651767,1.076,3801941
3651767,1.165,3801942
3651767,0.75,3801951
3651767,-9.0,3801953
3651767,0.53,3801954
3651767,0.833,3801967
3651767,-9.0,3801987
3651767,1.272,3801998
3651767,1.241,3801999
3651767,-9.0,3802009
3651767,0.984,3802035
3672299,2.662,3823472
3672299,1.623,3823492
3672299,0.747,3823493
3672299,0.747,3823496
3672299,0.503,3823497
3672299,1.058,3823502
3672299,1.147,3823504
3672299,1.241,3823508
3672299,1.216,3823509
3672299,0.772,3823510
3672299,0.841,3823512
3672299,1.302,3823513
3672299,0.865,3823515
3672299,0.944,3823517
3672299,0.778,3823518
3672299,1.008,3823522
3672299,1.197,3823527
3672299,1.104,3823541
3672299,1.22,3823544
3672299,0.869,3823545
3672299,-9.0,3823549
3672299,1.516,3823550
3672299,1.081,3823554
3672299,0.765,3823558
3672299,0.9,3823563
3672299,1.211,3823564
3672299,1.108,3823571
3672299,1.324,3823576
3672299,0.774,3823577
3672299,1.464,3823578
3672299,1.533,3823601
3672299,0.54,3823608
3672299,0.563,3823612
3672299,1.072,3823627
3689051,0.676,3841247
3689051,1.403,3841250
3689051,1.278,3841257
3689051,2.385,3841258
3689051,0.84,3841259
3689051,0.586,3841261
3689051,1.107,3841262
3689051,0.616,3841270
3689051,-9.0,3841271
3689051,1.585,3841273
3689051,1.447,3841277
3689051,1.458,3841278
3689051,0.737,3841285
3689051,0.74,3841289
3689051,0.774,3841292
3689051,0.668,3841293
3689051,1.142,3841295
3689051,1.66,3841296
3689051,1.061,3841300
3689051,1.063,3841304
3689051,1.174,3841306
3689051,1.245,3841308
3689051,1.113,3841309
3689051,0.635,3841312
3689051,0.747,3841313
3689051,0.805,3841316
3689051,1.447,3841321
3689051,0.497,3841328
3689051,0.968,3841330
3689051,1.096,3841335
3689051,0.863,3841340
3689051,1.533,3841341
3689051,0.855,3841345
3689051,0.914,3841349
3689051,1.491,3841351
3689051,1.061,3841352
3689051,1.072,3841358
3689051,1.205,3841361
3689051,1.825,3841366
3689051,0.923,3841371
3689051,0.904,3841372
3689051,1.078,3841377
3689051,0.561,3841379
3689051,1.083,3841398
3689051,0.946,3841404
3689051,1.18,3841411
3700933,1.597,3853747
3700933,1.208,3853750
3700933,0.86,3853752
3700933,1.08,3853755
3700933,1.897,3853758
3700933,1.568,3853759
3700933,9.35,3853761
3700933,-9.0,3853763
3700933,-9.0,3853764
3700933,-9.0,3853766
3700933,0.366,3853769
3700933,1.164,3853771
3700933,1.143,3853773
3700933,3.627,3853776
3700933,0.893,3853778
3700933,0.955,3853779
3700933,1.543,3853784
3700933,0.724,3853785
3700933,1.308,3853786
3700933,1.02,3853787
3700933,1.125,3853789
3700933,1.642,3853790
3700933,0.919,3853795
3700933,1.653,3853797
3700933,0.681,3853806
3700933,1.219,3853807
3700933,0.762,3853810
3700933,1.772,3853814
3700933,1.242,3853815
3700933,1.215,3853820
3700933,0.48,3853821
3700933,1.34,3853823
3700933,0.814,3853825
3700933,1.187,3853831
3700933,1.545,3853836
3700933,1.161,3853838
3700933,0.823,3853841
3700933,0.913,3853842
3700933,1.156,3853843
3700933,0.845,3853848
3700933,0.845,3853852
3700933,1.095,3853857
3744183,1.971,3899850
3744183,1.057,3899857
3744183,0.715,3899861
3744183,1.459,3899864
3744183,1.529,3899869
3744183,0.885,3899870
3744183,0.979,3899872
3744183,1.471,3899882
3744183,1.338,3899883
3744183,0.979,3899888
3744183,0.827,3899889
3744183,1.098,3899893
3744183,1.13,3899895
3744183,0.697,3899909
3744183,0.79,3899916
3744183,1.209,3899917
3744183,1.164,3899925
3744183,0.721,3899927
3744183,0.88,3899930
3744183,1.305,3899934
3744183,0.847,3899944
3744183,1.555,3899957
3748260,1.764,3904164
3748260,0.735,3904165
3748260,2.479,3904168
3748260,0.963,3904170
3748260,2.354,3904172
3748260,1.185,3904182
3748260,1.334,3904184
3748260,0.476,3904186
3748260,0.349,3904187
3748260,-9.0,3904188
3748260,-9.0,3904190
3748260,0.522,3904194
3748260,1.308,3904195
3748260,1.104,3904198
3748260,0.934,3904200
3748260,1.415,3904203
3748260,0.684,3904204
3748260,1.136,3904205
3748260,1.032,3904206
3748260,0.753,3904214
3748260,1.282,3904215
3748260,1.032,3904216
3748260,0.541,3904217
3748260,1.137,3904218
3748260,1.011,3904219
3748260,0.882,3904222
3748260,1.215,3904224
3748260,1.378,3904225
3748260,1.268,3904230
3748260,0.834,3904232
3748260,0.722,3904237
3748260,1.06,3904238
3748260,-9.0,3904239
3748260,0.979,3904243
3748260,0.581,3904244
3748260,0.716,3904248
3748260,-9.0,3904249
3748260,1.188,3904257
3748260,1.147,3904265
3748260,1.003,3904267
3748260,3.05,3904272
3748260,-9.0,3904273
3748260,1.162,3904275
3748260,0.416,3904277
3748260,1.209,3904278
3748260,0.855,3904280
3748260,0.956,3904281
3748260,0.395,3904286
3748260,1.16,3904289
3748260,0.947,3904293
3748260,2.076,3904295
3748260,1.533,3904296
3748260,0.754,3904299
3748260,0.533,3904313
3748260,1.353,3904319
3748260,0.828,3904321
3748260,1.088,3904329
3748260,1.053,3904330
3748260,1.51,3904356
3748260,-9.0,3904359
3780410,-9.0,3937908
3780410,1.493,3937915
3780410,0.562,3937916
3780410,1.279,3937917
3780410,-9.0,3937920
3780410,0.541,3937923
3780410,0.299,3937926
3780410,0.959,3937933
3780410,1.075,3937936
3780410,1.271,3937938
3780410,1.696,3937943
3780410,1.453,3937950
3780410,0.863,3937955
3780410,0.766,3937957
3780410,1.147,3937958
3780410,1.592,3937967
3780410,0.841,3937970
3780410,1.158,3937972
3780410,0.648,3937987
3780410,1.241,3937989
3780410,1.464,3937995
3811219,0.39,3970187
3811219,1.24,3970195
3811219,0.566,3970197
3811219,4.33,3970199
3811219,1.159,3970203
3811219,0.997,3970204
3811219,0.67,3970207
3811219,0.753,3970208
3811219,1.34,3970210
3811219,0.892,3970211
3811219,0.839,3970212
3811219,1.013,3970214
3811219,1.199,3970215
3811219,1.093,3970218
3811219,1.309,3970219
3811219,0.899,3970224
3811219,0.646,3970226
3811219,0.788,3970227
3811219,0.981,3970228
3811219,0.698,3970233
3811219,1.063,3970235
3811219,0.939,3970236
3811219,1.714,3970238
3811219,1.13,3970241
3811219,1.023,3970243
3811219,0.931,3970245
3811219,0.832,3970248
3811219,1.19,3970250
3811219,1.129,3970256
3811219,1.05,3970262
3811219,1.582,3970281
3811219,1.144,3970282
3811219,0.624,3970285
3811219,1.189,3970298
3811219,0.967,3970301
3811219,0.791,3970308
3882383,1.333,4044618
3882383,0.827,4044621
3882383,5.797,4044623
3882383,0.905,4044626
3882383,3.78,4044629
3882383,0.909,4044631
3882383,-9.0,4044632
3882383,0.695,4044633
3882383,0.524,4044635
3882383,0.705,4044636
3882383,1.678,4044638
3882383,1.038,4044639
3882383,0.78,4044640
3882383,0.706,4044641
3882383,1.273,4044643
3882383,1.284,4044652
3882383,0.931,4044655
3882383,0.916,4044660
3882383,1.432,4044666
3882383,0.616,4044671
3882383,1.101,4044672
3882383,1.174,4044673
3882383,0.779,4044674
3882383,0.509,4044684
3882383,1.118,4044685
3882383,1.284,4044690
3882383,1.694,4044692
3882383,1.136,4044698
3882383,1.419,4044699
3882383,1.072,4044702
3882383,1.061,4044703
3882383,1.122,4044704
3882383,0.363,4044705
3882383,0.873,4044711
3882383,0.778,4044727
3882383,1.306,4044737
3882383,0.743,4044738
3882383,1.175,4044751
3889787,1.209,4052462
3889787,1.022,4052472
3889787,1.009,4052475
3889787,0.766,4052476
3889787,0.696,4052477
3889787,0.965,4052478
3889787,1.163,4052480
3889787,1.068,4052481
3889787,0.97,4052487
3889787,0.355,4052490
3889787,0.743,4052491
3889787,0.943,4052493
3889787,0.947,4052494
3889787,0.819,4052495
3889787,0.819,4052503
3889787,0.638,4052504
3889787,0.784,4052506
3889787,0.881,4052507
3889787,0.521,4052512
3889787,0.538,4052515
3889787,1.832,4052516
3889787,0.701,4052527
3889787,1.006,4052529
3889787,1.059,4052534
3889787,0.991,4052540
3889787,0.347,4052548
3889787,0.908,4052549
3889787,0.7,4052554
3889787,-9.0,4052561
3889787,1.479,4052566
3889787,1.065,4052569
3889787,0.636,4052570
3889787,1.038,4052584
3889787,0.394,4052586
3889787,1.027,4052589
3889787,0.901,4052593
3889787,0.672,4052601
3889787,1.205,4052607
3889787,0.934,4052610
3889787,1.736,4052621
3889787,0.91,4052622
3889787,-9.0,4052636
3889787,1.378,4052641
3929760,1.008,4094249
3929760,0.949,4094251
3929760,1.009,4094253
3929760,1.32,4094254
3929760,0.827,4094256
3929760,1.018,4094257
3929760,1.296,4094259
3929760,1.149,4094260
3929760,0.696,4094261
3929760,1.431,4094263
3929760,1.281,4094265
3929760,0.894,4094270
3929760,1.046,4094275
3929760,0.879,4094278
3929760,0.744,4094279
3929760,0.639,4094285
3929760,-9.0,4094289
3929767,0.676,4094358
3929767,0.676,4094361
3929767,1.062,4094366
3929767,1.29,4094368
3929767,-9.0,4094369
3929767,1.015,4094370
3929767,1.236,4094374
3929767,1.14,4094377
3929767,1.079,4094378
3929767,1.509,4094383
3929767,0.933,4094384
3929767,1.578,4094385
3929767,0.99,4094386
3929767,1.297,4094387
3929767,0.884,4094389
3929767,1.277,4094390
3929767,0.759,4094391
3929767,1.45,4094395
3929767,1.107,4094397
3929767,0.898,4094399
3929767,0.907,4094400
3929767,0.813,4094401
3929767,1.071,4094402
3929767,0.76,4094403
3929767,0.941,4094404
3929767,0.489,4094407
3929767,1.322,4094410
3929767,1.375,4094415
3929767,0.829,4094424
3929767,0.984,4094429
3929767,1.724,4094431
3929767,1.007,4094432
3929767,1.404,4094438
3929767,0.747,4094449
3929767,1.39,4094451
3929767,1.635,4094456
3929767,0.857,4094464
3929767,1.07,4094477
3929767,0.75,4094480
3929767,1.719,4094487
3929767,1.132,4094494
3929767,1.099,4094502
3929767,1.779,4094504
3929805,1.042,4094765
3929805,0.536,4094768
3929805,1.103,4094771
3929805,0.893,4094772
3929805,0.543,4094774
3929805,0.752,4094775
3929805,0.958,4094777
3929805,0.718,4094780
3929805,0.613,4094782
3929805,1.06,4094785
3929805,1.545,4094788
3929805,0.948,4094789
3929805,1.347,4094790
3929805,1.205,4094792
3929805,0.716,4094795
3929805,1.702,4094796
3929805,0.771,4094799
3929805,-9.0,4094812
3929805,1.477,4094817
3929805,0.519,4094822
3929805,1.092,4094826
3929805,0.903,4094834
3929805,1.27,4094835
3929805,1.27,4094838
3929805,1.084,4094839
3929805,0.635,4094842
3929805,-9.0,4094853
3929805,1.956,4094854
3929805,0.553,4094856
3929805,1.102,4094865
3929805,1.102,4094885
3929805,1.046,4094888
3933724,-9.0,4098919
3933724,1.329,4098927
3933724,1.164,4098929
3933724,1.644,4098930
3933724,1.408,4098933
3933724,1.081,4098934
3933724,-9.0,4098938
3933724,1.107,4098939
3933724,0.607,4098941
3933724,1.529,4098943
3933724,0.836,4098944
3933724,0.667,4098948
3933724,0.999,4098949
3933724,0.942,4098951
3933724,1.431,4098954
3933724,1.413,4098956
3933724,1.035,4098958
3933724,1.061,4098959
3933724,1.044,4098960
3933724,0.452,4098966
3933724,0.345,4098967
3933724,1.087,4098968
3933724,0.56,4098969
3933724,0.963,4098970
3933724,0.921,4098973
3933724,0.841,4098974
3933724,0.909,4098976
3933724,0.473,4098977
3933724,1.056,4098979
3933724,1.529,4098981
3933724,1.217,4098982
3933724,1.193,4098986
3933724,1.404,4098987
3933724,1.164,4098988
3933724,1.573,4098991
3933724,0.896,4098995
3933724,0.958,4099003
3933724,0.912,4099015
3933724,1.223,4099022
3933724,0.62,4099023
3933724,0.942,4099026
3933724,0.897,4099027
3933724,1.597,4099039
3933724,-9.0,4099054
3933724,0.775,4099090
3945090,1.579,4111011
3945090,1.026,4111012
3945090,0.923,4111013
3945090,0.889,4111014
3945090,1.011,4111017
3945090,0.735,4111018
3945090,0.79,4111019
3945090,1.017,4111024
3945090,0.511,4111026
3945090,0.786,4111027
3945090,1.24,4111029
3945090,1.334,4111033
3945090,0.882,4111034
3945090,1.199,4111035
3945090,1.057,4111036
3945090,0.774,4111038
3945090,1.009,4111043
3945090,-9.0,4111048
3945090,1.403,4111052
3945090,0.754,4111058
3945090,0.87,4111088
3945090,1.619,4111089
3945090,0.561,4111100
4040811,1.72,4210844
4040811,2.13,4210846
4040811,0.949,4210848
4040811,1.382,4210851
4040811,1.136,4210852
4040811,0.929,4210853
4040811,0.535,4210854
4040811,1.032,4210858
4040811,0.632,4210860
4040811,1.028,4210863
4040811,0.81,4210864
4040811,1.082,4210871
4040811,0.553,4210872
4040811,0.914,4210876
4040811,1.251,4210879
4040811,1.154,4210880
4040811,1.432,4210882
4040811,1.417,4210884
4040811,1.366,4210886
4040811,1.402,4210887
4040811,0.602,4210893
4040811,1.292,4210895
4040811,0.884,4210898
4040811,1.805,4210899
4040811,1.459,4210909
4040811,1.495,4210911
4040811,1.048,4210912
4040811,0.827,4210917
4040811,1.172,4210918
4040811,1.103,4210928
4063505,1.848,4234844
4063505,4.133,4234850
4063505,1.412,4234851
4063505,1.081,4234853
4063505,0.981,4234859
4063505,1.0,4234861
4063505,0.5,4234862
4063505,1.089,4234864
4063505,0.373,4234865
4063505,1.117,4234868
4063505,0.81,4234871
4063505,1.123,4234872
4063505,0.481,4234873
4063505,1.322,4234874
4063505,1.196,4234875
4063505,1.82,4234876
4063505,-9.0,4234877
4063505,1.225,4234879
4063505,3.07,4234880
4063505,1.614,4234883
4063505,1.231,4234885
4063505,1.032,4234886
4063505,1.432,4234887
4063505,1.079,4234888
4063505,1.112,4234890
4063505,1.16,4234891
4063505,0.722,4234892
4063505,1.274,4234893
4063505,1.426,4234894
4063505,1.592,4234900
4063505,1.096,4234901
4063505,0.937,4234903
4063505,1.104,4234904
4063505,0.895,4234905
4063505,1.243,4234906
4063505,1.267,4234907
4063505,0.779,4234908
4063505,0.884,4234910
4063505,1.623,4234912
4063505,1.054,4234914
4063505,1.054,4234919
4063505,0.685,4234921
4063505,0.989,4234930
4063505,-9.0,4234933
4063505,1.032,4234934
4063505,0.767,4234943
4063505,1.359,4234950
4063505,1.195,4234959
4063505,1.177,4234960
4063505,0.984,4234961
4063505,1.327,4234970
4063505,1.345,4234973
4063505,0.739,4234980
4063505,1.508,4234983
4063505,-9.0,4234993
4063505,1.671,4234994
4063505,-9.0,4235004
4063505,0.651,4235006
4063505,1.197,4235009
4063505,1.408,4235012
4063505,1.207,4235014
4063505,2.098,4235024
4063505,0.962,4235027
4063505,0.704,4235051
4068321,0.885,4240098
4068321,1.292,4240101
4068321,0.786,4240104
4068321,1.399,4240107
4068321,-9.0,4240109
4068321,-9.0,4240110
4068321,0.451,4240115
4068321,1.193,4240117
4068321,1.045,4240118
4068321,0.622,4240119
4068321,1.341,4240122
4068321,0.845,4240123
4068321,1.23,4240129
4068321,0.934,4240130
4068321,0.832,4240131
4068321,0.626,4240133
4068321,1.091,4240135
4068321,1.547,4240141
4068321,-9.0,4240145
4068321,1.255,4240150
4068321,1.066,4240175
4068321,1.131,4240188
4068321,-9.0,4240190
4068321,0.843,4240205
4068321,0.683,4240207
4068321,1.115,4240211
4068321,0.792,4240229
4068321,1.349,4240230
4068321,1.269,4240232
4081915,0.961,4254389
4081915,2.426,4254399
4081915,0.974,4254400
4081915,1.374,4254402
4081915,0.648,4254403
4081915,1.35,4254408
4081915,1.35,4254409
4081915,0.911,4254410
4081915,1.095,4254411
4081915,1.321,4254413
4081915,0.935,4254414
4081915,1.024,4254415
4081915,1.516,4254416
4081915,0.84,4254417
4081915,1.29,4254418
4081915,0.593,4254420
4081915,0.716,4254423
4081915,0.449,4254424
4081915,0.676,4254427
4081915,1.138,4254428
4081915,1.419,4254429
4081915,-9.0,4254431
4081915,1.01,4254432
4081915,0.999,4254433
4081915,1.157,4254436
4081915,0.8,4254439
4081915,0.907,4254442
4081915,0.642,4254443
4081915,0.962,4254444
4081915,1.311,4254446
4081915,0.779,4254447
4081915,-9.0,4254450
4081915,0.728,4254452
4081915,0.857,4254453
4081915,0.914,4254456
4081915,0.572,4254458
4081915,0.656,4254459
4081915,0.294,4254463
4081915,1.111,4254468
4081915,-9.0,4254472
4081915,1.444,4254474
4081915,0.974,4254480
4081915,1.046,4254481
4081915,0.856,4254486
4081915,1.195,4254489
4081915,2.025,4254490
4081915,0.706,4254495
4081915,1.069,4254496
4081915,0.626,4254503
4081915,1.082,4254505
4081915,1.068,4254512
4081915,1.29,4254513
4081915,0.892,4254517
4081915,0.706,4254521
4081915,1.173,4254522
4081915,1.209,4254523
4081915,-9.0,4254524
4081915,0.633,4254526
4081915,1.411,4254529
4081915,0.586,4254531
4081915,0.744,4254550
4081915,-9.0,4254558
4081915,1.076,4254573
4081915,0.961,4254593
4081915,0.593,4254609
4081915,1.471,4254622
4083100,1.013,4255880
4083100,4.1,4255882
4083100,0.649,4255884
4083100,0.745,4255887
4083100,0.747,4255889
4083100,1.39,4255892
4083100,1.29,4255893
4083100,1.106,4255895
4083100,1.109,4255896
4083100,0.933,4255897
4083100,0.36,4255899
4083100,1.044,4255900
4083100,0.99,4255903
4083100,1.266,4255905
4083100,1.219,4255906
4083100,0.908,4255907
4083100,1.087,4255909
4083100,-9.0,4255911
4083100,0.77,4255912
4083100,1.269,4255913
4083100,0.285,4255914
4083100,1.258,4255915
4083100,0.898,4255916
4083100,0.505,4255918
4083100,1.854,4255919
4083100,1.232,4255921
4083100,1.192,4255924
4083100,0.387,4255927
4083100,1.144,4255930
4083100,1.598,4255936
4083100,1.328,4255938
4083100,1.454,4255940
4083100,1.267,4255945
4083100,0.881,4255951
4083100,1.387,4255952
4083100,0.593,4255958
4083100,1.087,4255962
4147752,3.28,4323520
4147752,2.64,4323523
4147752,0.507,4323526
4147752,1.154,4323536
4147752,1.111,4323541
4147752,1.077,4323542
4147752,1.224,4323544
4147752,0.969,4323545
4147752,0.713,4323547
4147752,0.803,4323551
4147752,0.789,4323553
4147752,0.557,4323554
4147752,1.18,4323560
4147752,0.868,4323562
4147752,2.158,4323564
4147752,0.914,4323567
4147752,1.421,4323569
4147752,1.092,4323574
4147752,0.944,4323578
4147752,1.191,4323580
4147752,0.506,4323583
4147752,0.915,4323588
4147752,0.704,4323589
4147752,1.059,4323590
4147752,1.823,4323592
4147752,1.007,4323593
4147752,0.841,4323600
4147752,1.221,4323605
4147752,1.16,4323608
4147752,1.278,4323614
4147752,1.275,4323621
4147752,1.128,4323629
4147752,1.024,4323642
4147752,0.868,4323645
4195553,2.037,4373541
4195553,0.75,4373545
4195553,0.865,4373550
4195553,0.67,4373556
4195553,1.477,4373558
4195553,1.227,4373562
4195553,0.999,4373563
4195553,0.603,4373568
4195553,1.23,4373578
4195553,1.055,4373579
4195553,0.683,4373581
4195553,1.68,4373582
4195553,1.68,4373594
4195553,0.285,4373598
4195553,1.033,4373601
4195553,1.025,4373607
4195553,1.271,4373608
4195553,0.957,4373624
4195553,0.918,4373625
4226110,3.652,4405299
4226110,1.112,4405303
4226110,0.77,4405307
4226110,-9.0,4405309
4226110,1.017,4405311
4226110,1.873,4405312
4226110,0.98,4405317
4226110,1.083,4405318
4226110,1.097,4405319
4226110,1.496,4405321
4226110,1.025,4405322
4226110,0.823,4405323
4226110,1.241,4405324
4226110,1.282,4405326
4226110,1.065,4405327
4226110,0.627,4405329
4226110,0.59,4405330
4226110,0.799,4405332
4226110,1.071,4405333
4226110,0.889,4405334
4226110,1.239,4405335
4226110,0.896,4405338
4226110,0.806,4405339
4226110,1.388,4405342
4226110,0.738,4405345
4226110,1.862,4405346
4226110,-9.0,4405348
4226110,0.904,4405351
4226110,0.756,4405352
4226110,0.98,4405354
4226110,0.555,4405358
4226110,1.236,4405359
4226110,1.336,4405365
4226110,0.898,4405366
4226110,0.766,4405368
4226110,1.434,4405369
4226110,1.096,4405371
4226110,1.167,4405372
4226110,1.054,4405374
4226110,1.236,4405378
4226110,1.238,4405379
4226110,1.681,4405383
4226110,1.392,4405384
4226110,0.515,4405385
4226110,1.155,4405390
4226110,0.698,4405394
4226110,0.919,4405395
4226110,1.024,4405396
4226110,0.983,4405403
4226110,0.834,4405409
4226110,0.538,4405411
4226110,0.674,4405414
4226110,-9.0,4405415
4226110,0.919,4405420
4226110,0.669,4405421
4226110,1.126,4405424
4226110,0.721,4405428
4226110,0.977,4405431
4226110,1.176,4405440
4226110,1.124,4405441
4226110,0.801,4405448
4226110,0.709,4405449
4226110,0.52,4405450
4226110,0.958,4405452
4226110,1.249,4405453
4226110,0.477,4405454
4226110,1.254,4405456
4226110,1.555,4405459
4226110,0.822,4405461
4226110,0.889,4405467
4226110,0.966,4405470
4226110,0.903,4405473
4226110,0.946,4405478
4226110,0.841,4405480
4226110,0.763,4405485
4226110,0.511,4405488
4226110,0.583,4405503
4226110,1.316,4405518
4226110,1.432,4405519
4226110,1.142,4405520
4226110,0.942,4405530
4226110,0.879,4405541
4226110,0.721,4405549
4226110,1.273,4405550
4226110,0.804,4405554
4226110,1.003,4405562
4226110,1.23,4405576
4289749,1.676,4471756
4289749,1.676,4471763
4289749,4.15,4471765
4289749,4.273,4471772
4289749,1.079,4471775
4289749,-9.0,4471778
4289749,0.605,4471779
4289749,1.04,4471780
4289749,1.001,4471782
4289749,0.838,4471783
4289749,-9.0,4471787
4289749,1.105,4471792
4289749,0.701,4471799
4289749,1.294,4471800
4289749,1.237,4471801
4289749,1.433,4471805
4289749,1.28,4471806
4289749,0.703,4471809
4289749,0.712,4471810
4289749,-9.0,4471811
4289749,0.91,4471812
4289749,1.339,4471813
4289749,1.222,4471822
4289749,1.2,4471824
4289749,1.466,4471829
4289749,2.148,4471830
4289749,0.923,4471832
4289749,1.179,4471838
4289749,1.303,4471841
4289749,1.303,4471843
4289749,1.141,4471849
4289749,-9.0,4471852
4289749,0.976,4471854
4289749,1.303,4471856
4289749,0.58,4471865
4289749,-9.0,4471867
4289749,1.359,4471875
4289749,1.088,4471882
4289749,1.29,4471892
4289749,0.563,4471907
4289749,0.923,4471908
4289749,1.029,4471910
4289749,-9.0,4471912
4289749,0.674,4471916
4289749,0.909,4471917
4289749,1.102,4471936
4289749,1.172,4471944
4289749,0.802,4471945
4289749,1.049,4471946
4289749,1.016,4471947
4289749,1.07,4471954
4289749,1.32,4471983
4289749,1.246,4471985
4289749,1.007,4471987
4289749,0.423,4472009
4289749,0.841,4472035
4309863,1.27,4493030
4309863,4.035,4493031
4309863,-9.0,4493035
4309863,0.409,4493037
4309863,1.25,4493044
4309863,0.663,4493047
4309863,1.037,4493048
4309863,0.927,4493049
4309863,1.098,4493050
4309863,0.895,4493051
4309863,0.262,4493052
4309863,1.265,4493055
4309863,0.963,4493059
4309863,1.105,4493060
4309863,0.438,4493061
4309863,0.872,4493063
4309863,1.006,4493064
4309863,1.53,4493066
4309863,0.983,4493068
4309863,1.291,4493070
4309863,0.398,4493075
4309863,1.12,4493076
4309863,0.664,4493079
4309863,1.22,4493083
4309863,1.393,4493084
4309863,0.638,4493085
4309863,0.791,4493088
4309863,1.02,4493098
4309863,2.041,4493099
4309863,0.322,4493102
4309863,0.836,4493115
4309863,1.064,4493123
4309863,0.968,4493135
4309863,0.972,4493137
4309863,0.607,4493138
4309863,0.898,4493144
4309863,0.724,4493161
4309863,0.941,4493171
4309863,0.887,4493186
4328263,2.076,4512201
4328263,0.705,4512205
4328263,1.265,4512208
4328263,0.884,4512210
4328263,0.909,4512213
4328263,0.686,4512214
4328263,0.891,4512215
4328263,-9.0,4512217
4328263,0.829,4512218
4328263,0.852,4512221
4328263,1.596,4512235
4328263,1.163,4512239
4328263,1.102,4512240
4328263,1.014,4512242
4328263,2.723,4512243
4328263,1.024,4512244
4328263,0.56,4512245
4328263,3.676,4512246
4328263,0.536,4512253
4328263,1.355,4512254
4328263,1.172,4512259
4328263,0.96,4512260
4328263,0.884,4512261
4328263,1.023,4512262
4328263,0.931,4512265
4328263,1.347,4512266
4328263,0.809,4512272
4328263,1.197,4512273
4328263,0.742,4512275
4328263,0.568,4512279
4328263,1.445,4512280
4328263,1.229,4512282
4328263,1.323,4512283
4328263,1.053,4512291
4328263,0.611,4512292
4328263,1.417,4512293
4328263,0.869,4512294
4328263,1.105,4512297
4328263,1.183,4512298
4328263,1.145,4512308
4328263,1.148,4512324
4328263,1.439,4512325
4328263,0.609,4512334
4328263,1.049,4512345
4415004,-9.0,4602795
4415004,0.754,4602804
4415004,1.104,4602807
4415004,0.558,4602815
4415004,1.041,4602820
4415004,0.445,4602822
4415004,-9.0,4602824
4415004,0.723,4602826
4415004,0.611,4602828
4415004,1.034,4602831
4415004,0.834,4602836
4415004,1.187,4602840
4415004,0.976,4602841
4415004,1.245,4602844
4415004,1.111,4602845
4415004,0.833,4602847
4415004,0.545,4602849
4415004,1.312,4602850
4415004,1.255,4602855
4415004,1.623,4602861
4415004,1.104,4602864
4415004,0.516,4602866
4415004,1.561,4602867
4415004,0.97,4602884
4415004,1.399,4602885
4415004,1.23,4602903
4415004,1.211,4602910
4415004,4.742,4602911
4415004,0.596,4602913
4415004,0.743,4602930
4415004,0.707,4602937
4415004,0.739,4602939
4465008,1.414,4655325
4465008,1.105,4655336
4465008,0.704,4655337
4465008,2.094,4655338
4465008,2.244,4655341
4465008,1.018,4655343
4465008,1.211,4655346
