HostHaloID,LastClus
5618438,1581385
5551278,1561636
1365343,1758257
7114961,1808858
4323605,1827559
5688778,1847383
1648646,1954735
7143175,1983863
4535306,2002628
1714858,2013898
4717775,2071135
4680101,2199507
3115504,2227715
7252195,2246014
2722411,2290169
6230826,2290206
7289017,2507502
3267065,2592446
2180044,2623756
2408528,2734822
6454470,2885792
5406367,2892837
5258645,2944981
5319212,2937863
5431059,3016893
2442080,3069850
2477117,3094112
2855078,3178107
1341941,3200641
6991177,3226680
6948331,3259117
1258434,3284456
5815119,3355500
7034422,3359016
7315819,3540174
7240322,3651767
4523268,3672299
7176671,3689051
3834375,3700933
7257471,3744183
1348133,3748260
5993042,3780410
6174623,3811219
2034231,3882383
3781651,3889787
4599556,3929760
7315828,3929767
3196409,3929805
6531523,3933724
3496313,3945090
3430511,4040811
7315832,4063505
2517452,4068321
7315839,4081915
6499927,4083100
3521470,4147752
6440187,4195553
5368443,4226110
5192002,4289749
7270056,4309863
4992690,4328263
2484858,4415004
5270007,4465008
7315831,4465020
2288494,4477204
2326090,4481843
7186945,4481851
3905624,4549606
7302436,4560890
5328711,4617549
3808697,4622511
3797830,4658833
2493311,4658856
6769449,4714730
5332039,4827650
6963904,4838809
7116884,4899516
7004488,4901245
1376654,4921745
7015503,4966761
4140236,4968706
4467867,5011121
2677832,5028157
1268170,5033760
7024804,5044774
6935487,5049205
3723198,5208836
5608442,5259095
5788817,5332403
1550321,5265012
7240016,5358495
5784904,5375604
1654721,5409575
4258695,5462023
5938630,5493185
2116763,5520106
4620820,5548455
3270613,5573913
3304944,5634590
7315823,5638753
6139839,5699819
2851938,5715147
4741021,5753402
3214752,5816171
6385969,5871163
7082465,5884858
2125174,5957816
2192914,5960768
6350497,5979633
3415390,6143068
6018778,6163362
7287434,6234554
7315817,6296509
3500007,6300154
6412941,6300164
7209827,6324375
7315833,6348998
7113457,6379898
3798785,6432794
7298214,6490130
6513422,6515835
3857286,6550004
6549505,6619898
2564648,6702203
6981465,6732705
4946329,6898337
4283264,6904035
3442748,6907470
3382399,6919328
7315837,6921386
7095962,6955851
4367695,6957056
6363413,6975241
3885080,6981495
4558565,7033920
3882890,7045189
4358387,7050142
4582166,7055776
3971953,7076724
7207888,7098679
7315844,7132535
6970412,7142193
7195322,7156868
6105791,7157633
7315835,7179669
6831565,7218678
5297433,7231399
7303759,7241208
7315813,7255539
6504411,7256231
4319627,7257320
6935473,7265673
7315815,7265674
5425997,7265676
6219463,7265677
4828446,7265678
7315824,7265682
5818347,7265679
1744930,7265685
6517837,7265686
3363355,7265688
7152516,7265692
7315834,7265693
4729436,7265698
4764194,7265700
7227677,7265701
5053273,7265702
4577168,7265708
7315850,7265709
7315847,7265710
6703931,7265711
7315846,7265712
7315840,7265713
