HostHaloID,LastClus
4573175,1808858
1308018,1664541
7072670,1561636
960954,1827559
7387204,1847383
7300964,1954735
4415826,1983863
657136,2002628
3607875,2013898
2136201,2071135
2318650,2199507
2026652,2227715
2550020,2246014
7357647,2290169
2288558,2290206
1398713,2507502
7412787,2592446
1689047,2623756
3582802,2734822
2112326,2885792
3567055,2892837
1851267,2944981
2818381,2937863
3446861,3016893
2193371,3069850
1720692,3094112
1942347,3178107
3675662,3200641
2994985,3259117
3245428,3284456
5036537,3355500
4277874,3359016
2561658,3540174
3891630,3651767
3249682,3672299
1057656,3689051
3797457,3700933
4109851,3744183
3437112,3780410
4070306,3748260
2875133,3811219
2622577,3882383
6785071,3889787
5410647,3929760
2873688,3929767
1954820,3929805
3488436,3933724
4266058,3945090
5317172,4040811
3742344,4063505
3028352,4068321
7443619,4081915
5603178,4083100
2989251,4147752
3996450,4195553
2866481,4226110
3675442,4289749
4274190,4309863
4246517,4328263
3410748,4415004
4448122,4465008
1858354,4465020
4932629,4481843
5889982,4477204
4716626,4481851
5963668,4549606
3483326,4560890
6368825,4617549
4215840,4622511
3060696,4658833
6294429,4658856
4960670,4714730
3017730,4827650
4262513,4838809
4423802,4899516
3754456,4901245
6342181,4921745
3938573,4966761
3607180,4968706
2068040,5011121
5179277,5028157
5276334,5033760
4621413,5044774
3865065,5049205
5581312,5208836
7117268,5259095
5312910,5265012
5595451,5332403
5680424,5358495
4968244,5375604
4319561,5409575
6838837,5462023
3870649,5493185
5340105,5520106
3173696,5548455
5043610,5573913
7229692,5634590
6019382,5638753
5236472,5699819
4574146,5715147
3657229,5753402
6054372,5871163
2561655,5884858
6599097,5957816
5709680,5960768
776517,5979633
5656665,6143068
5113695,6163362
7089510,6234554
4694136,6296509
7012909,6300154
5502008,6300164
4770506,6324375
6220933,6348998
7183795,6379898
6901606,6432794
6841765,6490130
4993167,6515835
5190675,6550004
5761650,6702203
6834605,6619898
6182636,6732705
5595453,6898337
6755856,6904035
6986631,6907470
6676636,6919328
4644527,6921386
7051363,6955851
6551434,6957056
7138023,6975241
7141635,6981495
6294752,7033920
5963658,7050142
1425871,7045189
7170179,7055776
7145612,7076724
7208554,7098679
4230459,7132535
7350361,7142193
1447766,7156868
2029048,7157633
7269284,7179669
7386642,7218678
6631137,7231399
6782351,7241208
6736530,7255539
4217779,7256231
7415562,7257320
7423507,7265673
7032027,7265674
7377124,7265676
6405500,7265677
765529,7265678
1325958,7265682
6733950,7265679
6314645,7265685
7443607,7265688
5912225,7265686
7103528,7265692
6687021,7265693
7443617,7265698
7443602,7265700
7443610,7265701
989774,7265702
1604630,7265708
7443611,7265709
4568299,7265710
6513483,7265711
4520818,7265712
7200118,7265713
