HostHaloID,LastClus
863758,6490130
877900,1808858
926977,4481851
1018059,6234554
1022492,7265682
1027317,3284456
1278846,5033760
1349621,1664541
1418034,7265685
1520544,6379898
1572866,3748260
1581952,5520106
1584386,5409575
1674211,3882383
1754110,1954735
1780909,1758257
1798408,4921745
1817546,4068321
1818541,5265012
1872023,3200641
2000106,2623756
2030034,5960768
2118953,3094112
2198405,5957816
2271524,3069850
2363346,6702203
2370910,2734822
2385349,3178107
2441408,4481843
2448129,2013898
2698060,3929805
2716555,5816171
2921236,2290169
2993149,5573913
3001581,4147752
3044906,5715147
3093926,4477204
3104728,7256231
3133904,2227715
3133916,5208836
3156024,4658856
3174700,6919328
3198952,2592446
3297669,6907470
3378467,5028157
3417073,7265688
3522947,6143068
3547254,4658833
3590249,4622511
3614943,6550004
3666987,3945090
3763404,6898337
3826042,4968706
3865825,4040811
3888413,6981495
3939342,2002628
4006339,5548455
4032753,7076724
4036231,5634590
4076323,7265700
4081227,6904035
4086567,7045189
4101603,7265702
4169287,4827650
4181820,5753402
4204748,6300154
4225857,7050142
4227432,1827559
4357760,6432794
4388848,4549606
4513438,6957056
4569995,3672299
4619397,7265698
4662451,4226110
4667632,7257320
4682748,4289749
4769490,7231399
4973241,7055776
5005372,7033920
5019672,2071135
5023235,2199507
5050081,3700933
5122332,7265678
5144962,5462023
5174411,3889787
5349491,4328263
5349824,5332403
5438753,2944981
5439790,5493185
5450443,7265676
5532330,2937863
5562815,3929760
5573324,7265711
5691472,3016893
5700650,4465008
5802973,1847383
5815776,3811219
5854493,6163362
5912668,2892837
6025730,5375604
6042595,7265686
6061511,7265677
6074941,1561636
6206768,4617549
6290040,5699819
6481381,6975241
6520563,5884858
6562099,7265679
6564841,3933724
6565180,5871163
6594133,7157633
6650159,5259095
6675745,6515835
6678909,2885792
6695602,7142193
6725798,4966761
6735251,2290206
6773956,6300164
6811032,7265692
6921783,7265713
6921788,4083100
6975091,4195553
6981754,3355500
6987852,5044774
7007692,4465020
7030379,6732705
7032320,7265709
7044088,6619898
7184907,4901245
7223971,3540174
7233619,5358495
7307677,5049205
7321830,5979633
7369255,7265701
7400723,7265673
7460113,3259117
7532160,7265674
7547186,3359016
7558574,7218678
7571396,7241208
7576933,4838809
7588576,4714730
7618391,4899516
7641674,3929767
7679095,3689051
7687433,1983863
7728933,6324375
7753269,7156868
7757521,3651767
7757579,6955851
7779849,7098679
7789169,3744183
7789842,2507502
7805968,4560890
7812201,2246014
7827827,6296509
7836087,4309863
7876005,7255539
7894760,5638753
7894761,4063505
7894762,4415004
7894763,6348998
7894765,3226680
7894767,6921386
7894769,7265693
7894772,7179669
7894775,5011121
7894779,4081915
7894781,7132535
7894782,7265712
7894783,7265710
