HostHaloID,LastClus
641849,2002628
755735,7265678
774034,7098679
782143,5634590
1020462,3689051
1027429,7265708
1102822,7265682
1121696,1827559
1126034,5979633
1170329,1664541
1278710,7265702
1340336,4465020
1394453,2507502
1416586,7045189
1462442,7156868
1505441,5011121
1668614,2623756
1730866,3094112
1788213,3929805
1920494,3178107
1928093,5884858
1954733,3069850
1992500,2885792
1999061,2944981
2002469,2227715
2146135,2071135
2246174,2290206
2312516,4226110
2428346,3540174
2429607,7157633
2511181,4827650
2525445,2199507
2581067,3882383
2638273,3259117
2638293,3929767
2699145,2246014
2794199,3811219
2848353,2937863
2918862,4068321
2930941,4658833
2971912,5548455
3022162,4147752
3027880,3016893
3072410,3672299
3336280,3200641
3351478,4415004
3383208,4309863
3398742,2734822
3410148,4901245
3446145,4560890
3460412,4968706
3483225,3780410
3567125,5753402
3603865,5049205
3611574,4289749
3614884,3748260
3653890,4838809
3656859,3284456
3685933,3700933
3751403,4966761
3754341,2892837
3874184,7132535
3942484,3933724
3974535,2013898
4008721,3744183
4024106,4195553
4065428,5493185
4082579,3945090
4119627,7256231
4194483,4063505
4200479,7265712
4204140,4622511
4214839,3651767
4256318,4328263
4323163,5409575
4384972,5715147
4442665,4465008
4443445,7265710
4456222,4899516
4515477,6296509
4579901,4481851
4598159,6324375
4616719,5375604
4688609,6921386
4699578,3359016
4750009,1808858
4815002,5044774
4937758,1983863
4940783,5699819
4978377,4714730
4994418,6163362
5029898,6515835
5039139,4481843
5185617,6550004
5244082,5573913
5252175,5028157
5280167,5520106
5326573,5033760
5329705,6702203
5332430,7265686
5341722,6300164
5373633,5208836
5391284,3355500
5440265,5265012
5551604,3929760
5571648,6898337
5576174,5332403
5663594,6143068
5681766,4040811
5711548,5871163
5754707,5960768
5779762,7050142
5853339,5358495
5911897,4083100
5970745,7033920
5983557,6732705
5984393,7265685
6004295,7265677
6019643,5462023
6035917,6348998
6037749,3889787
6140064,7265711
6177399,6957056
6315319,4477204
6374752,5638753
6389744,4549606
6417973,4617549
6418615,5957816
6453599,7241208
6506652,7265693
6566433,4921745
6678271,4658856
6705901,6919328
6747817,6432794
6784644,7265679
6817490,6904035
6849414,6619898
6886956,6490130
6905836,7231399
6931207,6234554
7044704,7265700
7093271,7255539
7093480,6907470
7103629,7265713
7103632,7265692
7103652,7265674
7148733,1561636
7157940,7179669
7168293,6975241
7179437,6955851
7182776,5259095
7194867,7076724
7230346,6379898
7237454,6981495
7258220,7055776
7322545,2290169
7376520,1954735
7380964,7142193
7398368,2592446
7430651,7265709
7430674,7218678
7459137,1847383
7472674,7257320
7487699,7265673
7521202,7265701
7521205,7265688
7521207,6300154
7521218,7265698
7521219,4081915
