HostHaloID,LastClus
1359820,1664541
5966216,1561636
1841884,1758257
696387,1808858
4195477,1827559
5796814,1847383
1803992,1954735
7622111,1983863
3892035,2002628
2242230,2013898
5302051,2071135
4847226,2199507
3102993,2227715
7724635,2246014
2563899,2290169
6439130,2290206
7724632,2507502
3312758,2592446
2004160,2623756
2389508,2734822
6545467,2885792
5728204,2892837
5243583,2944981
5481878,2937863
5596208,3016893
2290900,3069850
2214503,3094112
2320416,3178107
1658195,3200641
7824931,3226680
7393285,3259117
1026313,3284456
6931030,3355500
7546510,3359016
7326886,3540174
7709499,3651767
4543871,3672299
7663820,3689051
4769200,3700933
7762608,3744183
1621595,3748260
5850872,3811219
1738041,3882383
4957430,3889787
5538008,3929760
7591367,3929767
2702238,3929805
6558860,3933724
3618235,3945090
3842524,4040811
7824929,4063505
1833024,4068321
7824940,4081915
6840398,4083100
3036823,4147752
6996751,4195553
4837052,4226110
4621236,4289749
7763637,4309863
5165140,4328263
7824932,4415004
5615079,4465008
6939494,4465020
2432607,4481843
2910691,4477204
978630,4481851
4081153,4549606
7776399,4560890
6143887,4617549
3801285,4622511
3951782,4658833
2977120,4658856
7680486,4714730
4138168,4827650
7544278,4838809
7550469,4899516
7129951,4901245
1640056,4921745
6493595,4966761
3713777,4968706
7824936,5011121
3539094,5028157
1346000,5033760
6927249,5044774
7141485,5049205
3174166,5208836
6629533,5259095
1798013,5265012
5622744,5332403
6992797,5358495
5945298,5375604
1480957,5409575
4890272,5462023
5546127,5493185
1489000,5520106
3834001,5548455
3145826,5573913
3910478,5634590
7824927,5638753
6277316,5699819
3204072,5715147
4822642,5753402
2771588,5816171
6494332,5871163
6493526,5884858
2020311,5957816
1936976,5960768
7357932,5979633
3598734,6143068
6324857,6163362
1070052,6234554
7766669,6296509
3975414,6300154
6901741,6300164
7650193,6324375
7824925,6348998
1550234,6379898
4209253,6432794
910362,6490130
6583470,6515835
3727435,6550004
2621260,6702203
6828223,6619898
6947614,6732705
3959599,6898337
4100191,6904035
3346870,6907470
3139746,6919328
7824926,6921386
7660961,6955851
4268221,6957056
6359163,6975241
3822002,6981495
4756330,7033920
4045899,7045189
4346783,7050142
4799848,7055776
3825565,7076724
7714669,7098679
7824943,7132535
6553157,7142193
7678010,7156868
6648886,7157633
7824935,7179669
7401743,7218678
4739937,7231399
7508593,7241208
7824913,7255539
3096342,7256231
4633705,7257320
7249775,7265673
7466827,7265674
5390829,7265676
6048170,7265677
5095682,7265678
1016315,7265682
6509248,7265679
1512942,7265685
6082999,7265686
3288704,7265688
7132959,7265692
7824933,7265693
4599218,7265698
4150757,7265700
7465044,7265701
5359351,7265702
6601119,7265709
7824946,7265710
5923750,7265711
7356911,7265712
7076503,7265713
