HostHaloID,LastClus
1632513,1758257
5801661,1561636
1363993,1664541
7407783,1808858
4616158,1827559
5827438,1847383
1429063,1954735
7410603,1983863
3932444,2002628
2045559,2013898
4790661,2071135
4692251,2199507
3373333,2227715
7467898,2246014
2433504,2290169
6435764,2290206
7533223,2507502
3032428,2592446
1856808,2623756
2259499,2734822
6450429,2885792
5399882,2892837
5332341,2944981
5327072,2937863
5479319,3016893
2362949,3069850
2223861,3094112
2472579,3178107
1497690,3200641
7330464,3226680
6894717,3259117
1310841,3284456
6482678,3355500
7324111,3359016
7611448,3540174
7373167,3651767
4354257,3672299
7410635,3689051
4125481,3700933
7510880,3744183
1359660,3748260
5763445,3811219
1754679,3882383
3707450,3889787
5067018,3929760
7385557,3929767
3156018,3929805
6482648,3933724
3430721,3945090
3621068,4040811
7611454,4063505
1848626,4068321
7611460,4081915
6599916,4083100
3358657,4147752
6457960,4195553
4717613,4226110
4764532,4289749
7538069,4309863
4952922,4328263
2194271,4415004
5158627,4465008
6785197,4465020
2496658,4481843
2575099,4477204
778889,4481851
3721046,4549606
7548176,4560890
5636944,4617549
3434663,4622511
3757340,4658833
2674360,4658856
7459004,4714730
5501062,4827650
7198663,4838809
7345427,4899516
6939345,4901245
1602448,4921745
6671824,4966761
3929398,4968706
2077798,5011121
3111027,5028157
1214186,5033760
6743927,5044774
6860616,5049205
2705395,5208836
6084308,5259095
4721766,5332403
1477080,5265012
6645244,5358495
5960617,5375604
1628825,5409575
4806107,5462023
5925185,5493185
1717744,5520106
4403994,5548455
3119802,5573913
3648059,5634590
7611445,5638753
6222256,5699819
2918697,5715147
4315956,5753402
2996378,5816171
6390952,5871163
6816074,5884858
2182765,5957816
1841363,5960768
6894675,5979633
3454923,6143068
6139249,6163362
7553545,6234554
7564236,6296509
3842921,6300154
6569275,6300164
7487371,6324375
7611447,6348998
1272441,6379898
3953429,6432794
7573917,6490130
6558111,6515835
3835510,6550004
6978124,6619898
2548398,6702203
6784940,6732705
4339267,6898337
4048006,6904035
3138181,6907470
3119117,6919328
7611461,6921386
7381645,6955851
4214318,6957056
6152983,6975241
3790726,6981495
4819404,7033920
3956739,7045189
4188537,7050142
4651749,7055776
3753196,7076724
7470355,7098679
7611466,7132535
6586706,7142193
7433471,7156868
5944934,7157633
7611451,7179669
7133410,7218678
5217805,7231399
7532759,7241208
7597137,7255539
5282520,7256231
4565651,7257320
7045820,7265673
7573927,7265674
5268628,7265676
6001544,7265677
5125926,7265678
851565,7265682
5925974,7265679
1497693,7265685
6007925,7265686
3360252,7265688
6626776,7265692
7611449,7265693
4396470,7265698
4241339,7265700
7210665,7265701
4575233,7265702
7611470,7265709
7611468,7265710
6065232,7265711
7611465,7265712
7611457,7265713
