HostHaloID,LastClus
2486273,1758257
7771989,1561636
1661579,1664541
3519567,1808858
1412024,1827559
8003298,1847383
1155388,1954735
3712834,1983863
1034675,2002628
3326733,2013898
2623022,2071135
2457652,2199507
2199759,2227715
3089389,2246014
8003297,2290169
2919445,2290206
1766656,2507502
8003321,2592446
1785342,2623756
3271861,2734822
3055486,2885792
3593044,2892837
2136842,2944981
3062864,2937863
3247592,3016893
2850973,3069850
2669207,3094112
3370820,3178107
4149996,3200641
3548664,3226680
3148618,3259117
3307815,3284456
5210566,3355500
4426360,3359016
3268509,3540174
4888255,3651767
3902524,3672299
1968897,3689051
4117656,3700933
4170804,3744183
4072574,3748260
3439694,3811219
3625805,3882383
7517261,3889787
5324066,3929760
3930433,3929767
3383244,3929805
4684066,3933724
4728023,3945090
5169465,4040811
3954516,4063505
3861653,4068321
8003334,4081915
5275456,4083100
3694561,4147752
5404606,4195553
4358097,4226110
4330078,4289749
4519065,4309863
4823287,4328263
4609263,4415004
5326484,4465008
3161361,4465020
5373777,4481843
6118462,4477204
5359285,4481851
5833522,4549606
4119534,4560890
6075527,4617549
4299995,4622511
4034270,4658833
6243686,4658856
5602535,4714730
3813750,4827650
5439637,4838809
4740915,4899516
5135154,4901245
6242811,4921745
4623643,4966761
4641663,4968706
8003326,5011121
6611745,5028157
5612290,5033760
5043288,5044774
4956739,5049205
6067654,5208836
6683585,5259095
5973065,5265012
7414520,5332403
5423556,5358495
5686272,5375604
5758429,5409575
6920232,5462023
4730558,5493185
6032736,5520106
5021006,5548455
5839358,5573913
7447107,5634590
6677664,5638753
6068339,5699819
5902671,5715147
5808655,5753402
5478829,5816171
6598988,5871163
6461606,5884858
6456905,5957816
6669239,5960768
7581675,5979633
6300705,6143068
5737949,6163362
7544885,6234554
5988202,6296509
7501056,6300154
6128885,6300164
5938634,6324375
6754484,6348998
7818640,6379898
7497403,6432794
7237819,6490130
6249903,6515835
6574107,6550004
7295541,6702203
6978523,6619898
6920328,6732705
7046109,6898337
7102304,6904035
7921072,6907470
7602415,6919328
7003705,6921386
7751636,6955851
7831582,6957056
7700235,6975241
7751115,6981495
7751190,7033920
1371014,7045189
7526947,7050142
7716690,7055776
7804367,7076724
7858813,7098679
5726024,7132535
7958709,7142193
1915705,7156868
2757539,7157633
7824444,7179669
7982283,7218678
7853128,7231399
7578199,7241208
7909727,7255539
5589125,7256231
8003291,7257320
8003318,7265673
7960389,7265674
8003313,7265676
7276152,7265677
8003294,7265678
1291628,7265682
8003315,7265679
7364160,7265685
7508087,7265686
8003308,7265688
8003319,7265692
7471966,7265693
8003329,7265698
8003328,7265700
8003336,7265701
7965828,7265702
8003335,7265709
5771350,7265710
8003325,7265711
5958551,7265712
8003322,7265713
