HostHaloID,LastClus
606797,2002628
827762,1827559
837429,1581385
874438,7265678
903607,5979633
984984,1664541
996138,7265702
996158,3689051
1177772,7045189
1266675,7265682
1268768,4465020
1279896,7265708
1370522,7156868
1372407,2507502
1409251,5011121
1506460,2885792
1597169,2623756
1609705,5884858
1642278,3094112
1654374,2944981
1808566,3069850
1834763,3178107
1985145,2227715
2014718,2071135
2046356,4226110
2072280,3929805
2124122,4827650
2188465,7157633
2197675,2290206
2315594,3540174
2317379,2199507
2400374,3882383
2458077,2246014
2512291,3929767
2723455,4415004
2732147,5548455
2751312,2937863
2766664,3259117
2787055,4147752
2796063,4658833
2868952,3811219
2884866,3016893
3026973,5753402
3029844,4068321
3077413,3672299
3278534,3200641
3369582,3284456
3432704,3780410
3432707,4309863
3432744,4968706
3468681,4901245
3493912,3945090
3507871,4560890
3526359,2892837
3527277,4195553
3532671,5049205
3546345,3651767
3564941,4289749
3645425,3933724
3659788,2013898
3686835,2734822
3705412,4966761
3743979,3748260
3747316,3700933
3747546,7132535
3759365,4622511
3827179,5493185
3846838,4063505
3852434,4838809
3897636,3744183
4016545,7265710
4172445,7256231
4176372,7265712
4189205,4328263
4231830,5409575
4279640,7265709
4281320,4899516
4333213,4465008
4362927,5044774
4409656,3359016
4493383,5332403
4497137,4481851
4522459,1808858
4529563,5375604
4535794,1983863
4572298,6921386
4578834,5715147
4700253,6515835
4709413,6296509
4723757,6324375
4753515,4481843
4788623,6163362
4805175,5699819
4831415,4714730
4871394,3889787
4882940,6898337
4971278,5265012
4993710,5208836
4997239,5028157
5014630,5520106
5094315,6957056
5108463,5573913
5141007,3355500
5149399,6550004
5275865,6300164
5324226,7265711
5339158,5033760
5364234,3929760
5376778,7265686
5483319,6143068
5491231,4040811
5523957,5871163
5580341,5960768
5591023,6702203
5597405,7050142
5648800,4083100
5740386,5462023
5784720,5358495
5893202,4477204
5910348,5638753
5919405,6732705
5923500,4549606
5969256,7033920
6062638,7265693
6108988,7265677
6120511,6348998
6317770,4921745
6328956,7265685
6380990,4617549
6464416,4658856
6480074,6904035
6496976,7265692
6575387,5957816
6632024,6919328
6675514,7241208
6714760,7265679
6754565,7265713
6792759,7265701
6807485,6490130
6824380,7231399
6925485,6907470
6931559,6955851
6955284,7265676
6971465,6432794
7014348,6300154
7022310,6619898
7042558,7142193
7042562,7255539
7047023,7265674
7065561,6234554
7073335,6975241
7074808,1561636
7093844,6981495
7102116,7076724
7102544,7179669
7132353,5634590
7136210,5259095
7144695,6379898
7163399,7055776
7191804,2290169
7195179,7098679
7243738,2592446
7280626,1954735
7281998,1847383
7369707,7218678
7383270,7265673
7410374,7265688
7419350,7257320
7435878,7265698
7479316,7265700
7488992,4081915
